,Season;HomeTeam;AwayTeam;1HHG;1HAG;1HR;2HHG;2HAG;2HR;FTHG;FTAG;FTR;1HSumGoals;2HSumGoals;FTSumGoals;1HR;2HR;FTR;2.5;Winner;BothScored;2.5/Winner;2.5/BothScored;Winner/BothScored;Result
3033,2015-16;Newcastle;Tottenham;2;0;1;3;1;1;5;1;1;2;4;6;2:0;3:1;5:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;5:1
3034,2015-16;Southampton;Crystal Palace;1;0;1;3;1;1;4;1;1;1;4;5;1:0;3:1;4:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;4:1
3035,2015-16;Stoke;West Ham;0;1;2;2;0;1;2;1;1;1;2;3;0:1;2:0;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
3036,2015-16;Swansea;Man City;1;1;0;0;0;0;1;1;0;2;0;2;1:1;0:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
3037,2015-16;Watford;Sunderland;0;1;2;2;1;1;2;2;0;1;3;4;0:1;2:1;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
3038,2015-16;West Brom;Liverpool;1;1;0;0;0;0;1;1;0;2;0;2;1:1;0:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
3039,2015-16;Man United;Bournemouth;1;0;1;2;1;1;3;1;1;1;3;4;1:0;2:1;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
3040,2016-17;Burnley;Swansea;0;0;0;0;1;2;0;1;2;0;1;1;0:0;0:1;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
3041,2016-17;Crystal Palace;West Brom;0;0;0;0;1;2;0;1;2;0;1;1;0:0;0:1;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
3042,2016-17;Everton;Tottenham;1;0;1;0;1;2;1;1;0;1;1;2;1:0;0:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
3043,2016-17;Hull;Leicester;1;0;1;1;1;0;2;1;1;1;2;3;1:0;1:1;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
3044,2016-17;Man City;Sunderland;1;0;1;1;1;0;2;1;1;1;2;3;1:0;1:1;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
3045,2016-17;Middlesbrough;Stoke;1;0;1;0;1;2;1;1;0;1;1;2;1:0;0:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
3046,2016-17;Southampton;Watford;0;1;2;1;0;1;1;1;0;1;1;2;0:1;1:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
3047,2016-17;Arsenal;Liverpool;1;1;0;2;3;2;3;4;2;2;5;7;1:1;2:3;3:4;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;4:3
3048,2016-17;Bournemouth;Man United;0;1;2;1;2;2;1;3;2;1;3;4;0:1;1:2;1:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:1
3049,2016-17;Chelsea;West Ham;0;0;0;2;1;1;2;1;1;0;3;3;0:0;2:1;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
3050,2016-17;Man United;Southampton;1;0;1;1;0;1;2;0;1;1;1;2;1:0;1:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
3051,2016-17;Burnley;Liverpool;2;0;1;0;0;0;2;0;1;2;0;2;2:0;0:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
3052,2016-17;Leicester;Arsenal;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
3053,2016-17;Stoke;Man City;0;2;2;1;2;2;1;4;2;2;3;5;0:2;1:2;1:4;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;4:1
3054,2016-17;Swansea;Hull;0;0;0;0;2;2;0;2;2;0;2;2;0:0;0:2;0:2;-2.5;2;no;-2.5/2;-2.5/no;2/no;2:0
3055,2016-17;Tottenham;Crystal Palace;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
3056,2016-17;Watford;Chelsea;0;0;0;1;2;2;1;2;2;0;3;3;0:0;1:2;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
3057,2016-17;West Brom;Everton;1;1;0;0;1;2;1;2;2;2;1;3;1:1;0:1;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
3058,2016-17;Sunderland;Middlesbrough;0;2;2;1;0;1;1;2;2;2;1;3;0:2;1:0;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
3059,2016-17;West Ham;Bournemouth;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
3060,2016-17;Chelsea;Burnley;2;0;1;1;0;1;3;0;1;2;1;3;2:0;1:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
3061,2016-17;Crystal Palace;Bournemouth;0;1;2;1;0;1;1;1;0;1;1;2;0:1;1:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
3062,2016-17;Everton;Stoke;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
3063,2016-17;Hull;Man United;0;0;0;0;1;2;0;1;2;0;1;1;0:0;0:1;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
3064,2016-17;Leicester;Swansea;1;0;1;1;1;0;2;1;1;1;2;3;1:0;1:1;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
3065,2016-17;Southampton;Sunderland;0;0;0;1;1;0;1;1;0;0;2;2;0:0;1:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
3066,2016-17;Tottenham;Liverpool;0;1;2;1;0;1;1;1;0;1;1;2;0:1;1:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
3067,2016-17;Watford;Arsenal;0;3;2;1;0;1;1;3;2;3;1;4;0:3;1:0;1:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:1
3068,2016-17;Man City;West Ham;2;0;1;1;1;0;3;1;1;2;2;4;2:0;1:1;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
3069,2016-17;West Brom;Middlesbrough;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
3070,2016-17;Arsenal;Southampton;1;1;0;1;0;1;2;1;1;2;1;3;1:1;1:0;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
3071,2016-17;Bournemouth;West Brom;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
3072,2016-17;Burnley;Hull;0;0;0;1;1;0;1;1;0;0;2;2;0:0;1:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
3073,2016-17;Liverpool;Leicester;2;1;1;2;0;1;4;1;1;3;2;5;2:1;2:0;4:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;4:1
3074,2016-17;Man United;Man City;1;2;2;0;0;0;1;2;2;3;0;3;1:2;0:0;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
3075,2016-17;Middlesbrough;Crystal Palace;1;1;0;0;1;2;1;2;2;2;1;3;1:1;0:1;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
3076,2016-17;Stoke;Tottenham;0;1;2;0;3;2;0;4;2;1;3;4;0:1;0:3;0:4;+2.5;2;no;+2.5/2;+2.5/no;2/no;4:0
3077,2016-17;West Ham;Watford;2;2;0;0;2;2;2;4;2;4;2;6;2:2;0:2;2:4;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;4:2
3078,2016-17;Swansea;Chelsea;0;1;2;2;1;1;2;2;0;1;3;4;0:1;2:1;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
3079,2016-17;Sunderland;Everton;0;0;0;0;3;2;0;3;2;0;3;3;0:0;0:3;0:3;+2.5;2;no;+2.5/2;+2.5/no;2/no;3:0
3080,2016-17;Chelsea;Liverpool;0;2;2;1;0;1;1;2;2;2;1;3;0:2;1:0;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
3081,2016-17;Everton;Middlesbrough;3;1;1;0;0;0;3;1;1;4;0;4;3:1;0:0;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
3082,2016-17;Hull;Arsenal;0;1;2;1;3;2;1;4;2;1;4;5;0:1;1:3;1:4;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;4:1
3083,2016-17;Leicester;Burnley;1;0;1;2;0;1;3;0;1;1;2;3;1:0;2:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
3084,2016-17;Man City;Bournemouth;2;0;1;2;0;1;4;0;1;2;2;4;2:0;2:0;4:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;4:0
3085,2016-17;West Brom;West Ham;3;0;1;1;2;2;4;2;1;3;3;6;3:0;1:2;4:2;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;4:2
3086,2016-17;Crystal Palace;Stoke;2;0;1;2;1;1;4;1;1;2;3;5;2:0;2:1;4:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;4:1
3087,2016-17;Southampton;Swansea;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
3088,2016-17;Tottenham;Sunderland;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
3089,2016-17;Watford;Man United;1;0;1;2;1;1;3;1;1;1;3;4;1:0;2:1;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
3090,2016-17;Arsenal;Chelsea;3;0;1;0;0;0;3;0;1;3;0;3;3:0;0:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
3091,2016-17;Bournemouth;Everton;1;0;1;0;0;0;1;0;1;1;0;1;1:0;0:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
3092,2016-17;Liverpool;Hull;3;0;1;2;1;1;5;1;1;3;3;6;3:0;2:1;5:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;5:1
3093,2016-17;Man United;Leicester;4;0;1;0;1;2;4;1;1;4;1;5;4:0;0:1;4:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;4:1
3094,2016-17;Middlesbrough;Tottenham;0;2;2;1;0;1;1;2;2;2;1;3;0:2;1:0;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
3095,2016-17;Stoke;West Brom;0;0;0;1;1;0;1;1;0;0;2;2;0:0;1:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
3096,2016-17;Sunderland;Crystal Palace;1;0;1;1;3;2;2;3;2;1;4;5;1:0;1:3;2:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:2
3097,2016-17;Swansea;Man City;1;1;0;0;2;2;1;3;2;2;2;4;1:1;0:2;1:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:1
3098,2016-17;West Ham;Southampton;0;1;2;0;2;2;0;3;2;1;2;3;0:1;0:2;0:3;+2.5;2;no;+2.5/2;+2.5/no;2/no;3:0
3099,2016-17;Burnley;Watford;1;0;1;1;0;1;2;0;1;1;1;2;1:0;1:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
3100,2016-17;Everton;Crystal Palace;1;0;1;0;1;2;1;1;0;1;1;2;1:0;0:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
3101,2016-17;Hull;Chelsea;0;0;0;0;2;2;0;2;2;0;2;2;0:0;0:2;0:2;-2.5;2;no;-2.5/2;-2.5/no;2/no;2:0
3102,2016-17;Sunderland;West Brom;0;1;2;1;0;1;1;1;0;1;1;2;0:1;1:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
3103,2016-17;Swansea;Liverpool;1;0;1;0;2;2;1;2;2;1;2;3;1:0;0:2;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
3104,2016-17;Watford;Bournemouth;0;1;2;2;1;1;2;2;0;1;3;4;0:1;2:1;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
3105,2016-17;West Ham;Middlesbrough;0;0;0;1;1;0;1;1;0;0;2;2;0:0;1:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
3106,2016-17;Burnley;Arsenal;0;0;0;0;1;2;0;1;2;0;1;1;0:0;0:1;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
3107,2016-17;Leicester;Southampton;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
3108,2016-17;Man United;Stoke;0;0;0;1;1;0;1;1;0;0;2;2;0:0;1:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
3109,2016-17;Tottenham;Man City;2;0;1;0;0;0;2;0;1;2;0;2;2:0;0:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
3110,2016-17;Arsenal;Swansea;2;1;1;1;1;0;3;2;1;3;2;5;2:1;1:1;3:2;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:2
3111,2016-17;Bournemouth;Hull;3;1;1;3;0;1;6;1;1;4;3;7;3:1;3:0;6:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;6:1
3112,2016-17;Chelsea;Leicester;2;0;1;1;0;1;3;0;1;2;1;3;2:0;1:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
3113,2016-17;Crystal Palace;West Ham;0;1;2;0;0;0;0;1;2;1;0;1;0:1;0:0;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
3114,2016-17;Man City;Everton;0;0;0;1;1;0;1;1;0;0;2;2;0:0;1:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
3115,2016-17;Stoke;Sunderland;2;0;1;0;0;0;2;0;1;2;0;2;2:0;0:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
3116,2016-17;West Brom;Tottenham;0;0;0;1;1;0;1;1;0;0;2;2;0:0;1:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
3117,2016-17;Middlesbrough;Watford;0;0;0;0;1;2;0;1;2;0;1;1;0:0;0:1;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
3118,2016-17;Southampton;Burnley;0;0;0;3;1;1;3;1;1;0;4;4;0:0;3:1;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
3119,2016-17;Liverpool;Man United;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
3120,2016-17;Arsenal;Middlesbrough;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
3121,2016-17;Bournemouth;Tottenham;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
3122,2016-17;Burnley;Everton;1;0;1;1;1;0;2;1;1;1;2;3;1:0;1:1;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
3123,2016-17;Hull;Stoke;0;1;2;0;1;2;0;2;2;1;1;2;0:1;0:1;0:2;-2.5;2;no;-2.5/2;-2.5/no;2/no;2:0
3124,2016-17;Leicester;Crystal Palace;1;0;1;2;1;1;3;1;1;1;3;4;1:0;2:1;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
3125,2016-17;Liverpool;West Brom;2;0;1;0;1;2;2;1;1;2;1;3;2:0;0:1;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
3126,2016-17;Swansea;Watford;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
3127,2016-17;West Ham;Sunderland;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
3128,2016-17;Chelsea;Man United;2;0;1;2;0;1;4;0;1;2;2;4;2:0;2:0;4:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;4:0
3129,2016-17;Man City;Southampton;0;1;2;1;0;1;1;1;0;1;1;2;0:1;1:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
3130,2016-17;Crystal Palace;Liverpool;2;3;2;0;1;2;2;4;2;5;1;6;2:3;0:1;2:4;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;4:2
3131,2016-17;Man United;Burnley;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
3132,2016-17;Middlesbrough;Bournemouth;1;0;1;1;0;1;2;0;1;1;1;2;1:0;1:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
3133,2016-17;Sunderland;Arsenal;0;1;2;1;3;2;1;4;2;1;4;5;0:1;1:3;1:4;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;4:1
3134,2016-17;Tottenham;Leicester;1;0;1;0;1;2;1;1;0;1;1;2;1:0;0:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
3135,2016-17;Watford;Hull;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
3136,2016-17;West Brom;Man City;0;2;2;0;2;2;0;4;2;2;2;4;0:2;0:2;0:4;+2.5;2;no;+2.5/2;+2.5/no;2/no;4:0
3137,2016-17;Everton;West Ham;0;0;0;2;0;1;2;0;1;0;2;2;0:0;2:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
3138,2016-17;Southampton;Chelsea;0;1;2;0;1;2;0;2;2;1;1;2;0:1;0:1;0:2;-2.5;2;no;-2.5/2;-2.5/no;2/no;2:0
3139,2016-17;Stoke;Swansea;1;1;0;2;0;1;3;1;1;2;2;4;1:1;2:0;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
3140,2016-17;Bournemouth;Sunderland;1;1;0;0;1;2;1;2;2;2;1;3;1:1;0:1;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
3141,2016-17;Burnley;Crystal Palace;2;0;1;1;2;2;3;2;1;2;3;5;2:0;1:2;3:2;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:2
3142,2016-17;Chelsea;Everton;3;0;1;2;0;1;5;0;1;3;2;5;3:0;2:0;5:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;5:0
3143,2016-17;Man City;Middlesbrough;1;0;1;0;1;2;1;1;0;1;1;2;1:0;0:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
3144,2016-17;West Ham;Stoke;0;0;0;1;1;0;1;1;0;0;2;2;0:0;1:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
3145,2016-17;Arsenal;Tottenham;1;0;1;0;1;2;1;1;0;1;1;2;1:0;0:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
3146,2016-17;Hull;Southampton;0;1;2;2;0;1;2;1;1;1;2;3;0:1;2:0;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
3147,2016-17;Leicester;West Brom;0;0;0;1;2;2;1;2;2;0;3;3;0:0;1:2;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
3148,2016-17;Liverpool;Watford;3;0;1;3;1;1;6;1;1;3;4;7;3:0;3:1;6:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;6:1
3149,2016-17;Swansea;Man United;0;3;2;1;0;1;1;3;2;3;1;4;0:3;1:0;1:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:1
3150,2016-17;Crystal Palace;Man City;0;1;2;1;1;0;1;2;2;1;2;3;0:1;1:1;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
3151,2016-17;Everton;Swansea;0;1;2;1;0;1;1;1;0;1;1;2;0:1;1:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
3152,2016-17;Man United;Arsenal;0;0;0;1;1;0;1;1;0;0;2;2;0:0;1:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
3153,2016-17;Southampton;Liverpool;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
3154,2016-17;Stoke;Bournemouth;0;1;2;0;0;0;0;1;2;1;0;1;0:1;0:0;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
3155,2016-17;Sunderland;Hull;1;0;1;2;0;1;3;0;1;1;2;3;1:0;2:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
3156,2016-17;Tottenham;West Ham;0;1;2;3;1;1;3;2;1;1;4;5;0:1;3:1;3:2;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:2
3157,2016-17;Watford;Leicester;2;1;1;0;0;0;2;1;1;3;0;3;2:1;0:0;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
3158,2016-17;Middlesbrough;Chelsea;0;1;2;0;0;0;0;1;2;1;0;1;0:1;0:0;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
3159,2016-17;West Brom;Burnley;3;0;1;1;0;1;4;0;1;3;1;4;3:0;1:0;4:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;4:0
3160,2016-17;Burnley;Man City;1;1;0;0;1;2;1;2;2;2;1;3;1:1;0:1;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
3161,2016-17;Chelsea;Tottenham;1;1;0;1;0;1;2;1;1;2;1;3;1:1;1:0;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
3162,2016-17;Hull;West Brom;0;1;2;1;0;1;1;1;0;1;1;2;0:1;1:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
3163,2016-17;Leicester;Middlesbrough;1;1;0;1;1;0;2;2;0;2;2;4;1:1;1:1;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
3164,2016-17;Liverpool;Sunderland;0;0;0;2;0;1;2;0;1;0;2;2;0:0;2:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
3165,2016-17;Swansea;Crystal Palace;1;1;0;4;3;1;5;4;1;2;7;9;1:1;4:3;5:4;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;5:4
3166,2016-17;Arsenal;Bournemouth;1;1;0;2;0;1;3;1;1;2;2;4;1:1;2:0;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
3167,2016-17;Man United;West Ham;1;1;0;0;0;0;1;1;0;2;0;2;1:1;0:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
3168,2016-17;Southampton;Everton;1;0;1;0;0;0;1;0;1;1;0;1;1:0;0:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
3169,2016-17;Watford;Stoke;0;1;2;0;0;0;0;1;2;1;0;1;0:1;0:0;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
3170,2016-17;Crystal Palace;Southampton;2;0;1;1;0;1;3;0;1;2;1;3;2:0;1:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
3171,2016-17;Man City;Chelsea;1;0;1;0;3;2;1;3;2;1;3;4;1:0;0:3;1:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:1
3172,2016-17;Stoke;Burnley;2;0;1;0;0;0;2;0;1;2;0;2;2:0;0:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
3173,2016-17;Sunderland;Leicester;0;0;0;2;1;1;2;1;1;0;3;3;0:0;2:1;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
3174,2016-17;Tottenham;Swansea;2;0;1;3;0;1;5;0;1;2;3;5;2:0;3:0;5:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;5:0
3175,2016-17;West Brom;Watford;2;0;1;1;1;0;3;1;1;2;2;4;2:0;1:1;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
3176,2016-17;West Ham;Arsenal;0;1;2;1;4;2;1;5;2;1;5;6;0:1;1:4;1:5;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;5:1
3177,2016-17;Bournemouth;Liverpool;0;2;2;4;1;1;4;3;1;2;5;7;0:2;4:1;4:3;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;4:3
3178,2016-17;Everton;Man United;0;1;2;1;0;1;1;1;0;1;1;2;0:1;1:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
3179,2016-17;Middlesbrough;Hull;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
3180,2016-17;Arsenal;Stoke;1;1;0;2;0;1;3;1;1;2;2;4;1:1;2:0;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
3181,2016-17;Burnley;Bournemouth;2;1;1;1;1;0;3;2;1;3;2;5;2:1;1:1;3:2;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:2
3182,2016-17;Hull;Crystal Palace;1;0;1;2;3;2;3;3;0;1;5;6;1:0;2:3;3:3;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;3:3
3183,2016-17;Leicester;Man City;3;0;1;1;2;2;4;2;1;3;3;6;3:0;1:2;4:2;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;4:2
3184,2016-17;Swansea;Sunderland;0;0;0;3;0;1;3;0;1;0;3;3;0:0;3:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
3185,2016-17;Watford;Everton;1;1;0;2;1;1;3;2;1;2;3;5;1:1;2:1;3:2;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:2
3186,2016-17;Chelsea;West Brom;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
3187,2016-17;Liverpool;West Ham;1;2;2;1;0;1;2;2;0;3;1;4;1:2;1:0;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
3188,2016-17;Man United;Tottenham;1;0;1;0;0;0;1;0;1;1;0;1;1:0;0:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
3189,2016-17;Southampton;Middlesbrough;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
3190,2016-17;Bournemouth;Leicester;1;0;1;0;0;0;1;0;1;1;0;1;1:0;0:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
